8	9	0	1	2	-7	0	5	-5	-5	-1	10
10	10	1	2	4	-3	1	3	-2	-4	-1	10
0	2	2	-8	-2	0	-5	-9	3	3	5	0
3	8	-3	4	0	8	10	9	-9	-8	8	0
2	7	-4	8	5	-5	10	9	-8	-9	-1	5
-8	-10	1	-3	-4	5	-10	-8	6	6	7	10
4	8	-2	8	9	-5	8	8	-3	-7	-1	6
3	6	0	1	7	0	3	0	-4	-2	-1	8
-4	-8	4	-8	-6	6	-9	-5	9	9	9	10
-6	-6	4	-3	-6	8	-9	-7	-8	10	5	10
